idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,truth_yaw_deg,estimate_yaw_deg,direct_error_m,aligned_error_m,heading_error_deg,yaw_error_deg,event
159,1782015375.639792,111.98,6.475615699373009,-0.7498784460739651,7.627642407120313,-1.8360210449267347,149.7133961329252,94.78636925249258,1.583310228731483,0.764847930957886,39.38516949387396,54.927026880432614,
160,1782015376.1489816,112.48,6.380666580097717,-0.6942298347128162,7.618425382033558,-1.7264672748883858,149.71339082216636,94.85310698487919,1.6116950656590907,0.8050506025162507,39.341932420026176,54.86028383728718,
161,1782015376.6665585,112.96,6.285717464133548,-0.6385812192478362,7.6095852521848775,-1.6213531967965304,149.71339403969407,94.85310698487855,1.6487773288394318,0.8537381936783337,39.43663219933057,54.86028705481552,
162,1782015377.6737309,113.98,6.114772906980143,-0.5272576616861775,7.590771383400835,-1.398222201647551,158.28922538802897,94.75287492296974,1.7138117552013497,0.9402094344536782,38.92602730329951,63.536350465059215,aligned_error 1.13m > 0.60m; heading_error 38.9deg > 30.0deg; yaw_error 63.5deg > 8.0deg
163,1782015378.1872432,114.48,6.096009547025993,-0.507260117697097,7.581932197279945,-1.2889491985797497,-179.85668864812425,94.61939945819462,1.6789889641414848,0.9215502101960515,38.47245106141959,85.52391189368116,
164,1782015378.6944358,114.98,6.096053194988542,-0.5072903353594906,7.573108696521036,-1.1793630313189525,-179.91182673799935,94.55266172580711,1.6227675937304227,0.8929498314154504,,85.53551153619355,
165,1782015379.2034264,115.48,6.096053358738452,-0.5072910005500519,7.455455546763817,-1.1059984725800986,-179.9125100897824,103.1820244202568,1.4854039672334123,0.7693758073379021,,76.90546548996086,
166,1782015379.7272,115.96,6.0960532765861615,-0.507291180911615,7.433715384404061,-1.0060687042568248,-179.91252353766654,101.11315471626047,1.4276270284938595,0.7494539101690708,,78.97432174607299,
167,1782015380.2288237,116.48,6.096053304380661,-0.5072913076350956,7.4154089654331985,-0.8973585955636887,-179.91252305007743,98.57712088555479,1.3758095251390532,0.7485161049189489,,81.51035606436777,
168,1782015380.7431061,116.98,6.096053273984261,-0.5072914026526023,7.485692479552137,-0.899382678464411,-179.912521977324,102.74283423654511,1.4438949720180656,0.8166524826842558,,77.34464378613087,
169,1782015381.2676277,117.48,6.096053254283376,-0.5072914769758059,7.461447550426195,-0.7922547516429113,-179.9125212082269,102.74283423654511,1.3948138412879132,0.8226150533255998,,77.34464455522799,
